Theme,Title,Poem
I Love You,Once Upon A Time We Were Strangers,"Once upon a time we were strangers,

Before you took my hand.

We fell in love with each other,

And together now we stand.

With each and every passing day,

I feel more love for you in every way. 

Our souls have surely become one,

Your love is the trophy I have won. 

How fortunate are we, I can't even imagine,

Once upon a time we were strangers,

That is before you took my hand."
I Love You,Loving is the name of life,"Loving is life and life is love
 
There is a feeling that is unmatched
 
You feel that passion with touch 

You feel when you miss so much 

Love is such a wonderful feeling 

Love is a sweet thing to say 

There is a deep connection of the heart
 
When you know there is a magic in way 

Love is a sweet emotion I feel 

When I am with you my baby 

I know that this love will stay
 
I know we shall stay this way 

Together and every day 

I am so in love with you 

I feel that connection with you
 
Baby I love you!"
I Love You,You Baby Are So Special To Me,"You baby are so special to me,

You are more special than anyone else can be. 

I find myself dreaming about you every day and night,

And when I wake up in the morning I see your face 

Like a ray of sunlight."
I Love You,"Love is beautiful, love is so true","I am so lucky that it is with you! 

Love is wonderful, love is so rare. 

I'm for you, and for me you are always there! 

I love you so much."
I Love You,When you touch me this way,"When you touch me, I get those shivers 

I get that feeling so enclosed 

When you touch, I get lost in some other world 

World that is so passionate through 

When you touch, I feel that passion 

I feel that longing in my heart 

You were from the start my baby 

You will remain special as a part 

My life is complete with your name 

I always feel the same 

Love for you and all the while 

It starts with your sweet smile 

Baby I am so in love with you 

I simply love you!"
I Love You,I Love You,"I love you when you smile at me,

I love it when you frown,

I love you when you say the sweetest things, that makes my heart go up and down.



I love you when you make me angry,

I love you the way to come to say sorry.

I love you the way you make those stupid faces that makes me laugh away to glory.



I love you when you make me laugh,

And even when you make me cry,

I love you 'coz I know you'll be right there with me and help me make my tears dry.



I love it when you look at me

While I'm looking away,

I love you so much 'coz I will never ever love anyone this much ever again."
I Love You,Love you Always,"You showed me the true meaning of love,
 
You loved me,
 
As no one could do,
 
You stood by me when the time was tough,

Don't need your words, as gestures are enough,
 
And, I want to confess my love for you today,
 
It is not like any other day,
 
Today is special,

Because I want to say, I love you,

Baby I truly do!"
I Love You,You have made me feel love,"You are indeed a gift from above.

You make me rise, you make my shine,

I can't wait for the day till you are mine! 

I love you so much baby."
I Love You,Moments I Spend With You,"The moments that I spend with you,

Makes my life complete,

The time that I spend with you, makes me forget everything,

Is this love I was thinking for all this while,

When I hear your name, why do I smile?

Is this love, am I sure, 

Today let me confess, yes it is,

I love you and this is forever and true!"
I Love You,Love is that part which plays,"Love is an emotion that plays a part 

It makes you something else 

Since the time I saw you 

I have not been in rest 

I think about you the whole day
 
I think about the way you are 

It is the magic of love I guess 

That I sit and watch the shining star
 
Thinking about the love in the heart 

Thinking about a part 

You will always be there for me
 
As a part of my destiny 

I love you so much pretty 

I mean when I say its love to see

I love you baby!"
I Love You,The Sweet Three Words,"I was nothing until you came in my life,

You conquered my heart,

And showed me lovely way,

I don't know will I be able to say,

But, today is the time I really want to,

The sweet three words,

I love you!"
I Love You,One love is you,"One love I have and one life 	

I have given you my heart 

Now, without you I shall not survive 

Because I need you my love 

And, I desire you for life 

Please stay this way 

Just want to say 

That I love you!"
I Love You,Being in love,"Being in love feels so good, 

Being in love feels so warm, 

I feel like me when with you, 

To me you truly belong, 

Love is a feeling that makes my heart, 

Love is a feeling so strong, 

I love you with my passion and my soul,

You have the most important role

In life, 

I love you very much!"
I Love You,My feelings for you are,"My feelings for you are in my heart
 
You know you play that part 

I cannot stay a single day without you
 
With you, I feel that magic in hue 

With you I feel that I am so me 

There is nothing else left to see 

I want to stay in your arms forever 

I want to be with you forever 

I want to talk to you all day 

You know I want be able to say 

That passion and that love 

Gives me a reason to live 

Baby I am in love with you 

A love that is so true!"
